obj_i,obj_j,miss_km,Pc,dv_ms,type,tca,cam_sat_idx
23,3824,6.127312,2.013664e-56,0.0000,sat-debris,786917.713264,23
40,3930,4.461474,1.974472e-56,0.0000,sat-debris,507785.273168,40
84,4010,4.322529,1.935194e-56,0.0000,sat-debris,595164.459991,84
10,4963,9.103016,1.864601e-56,0.0000,sat-debris,516509.721394,10
54,3960,4.555488,1.792383e-56,0.0000,sat-debris,680462.210566,54
96,4991,3.705344,1.736821e-56,0.0000,sat-debris,553261.042709,96
48,3584,3.199266,1.652114e-56,0.0000,sat-debris,466364.515008,48
89,4673,5.339610,1.612368e-56,0.0000,sat-debris,685610.199939,89
86,4807,5.460253,1.583351e-56,0.0000,sat-debris,733533.462195,86
83,3728,3.335145,1.558036e-56,0.0000,sat-debris,698213.979570,83
64,4910,3.419390,1.383780e-56,0.0000,sat-debris,651589.469332,64
1,3873,5.406145,1.368153e-56,0.0000,sat-debris,722830.914759,1
13,3832,7.335734,1.212746e-56,0.0000,sat-debris,706884.784112,13
15,3341,7.763188,1.082721e-56,0.0000,sat-debris,739895.079505,15
28,5173,3.611625,1.047418e-56,0.0000,sat-debris,646529.162722,28
46,4129,3.785992,9.754019e-57,0.0000,sat-debris,816771.685705,46
62,4902,3.206404,7.767983e-57,0.0000,sat-debris,824550.036793,62
38,3750,8.428091,7.754469e-57,0.0000,sat-debris,540210.283753,38
93,3755,8.345882,7.601620e-57,0.0000,sat-debris,741075.181570,93
14,5165,6.613721,7.063412e-57,0.0000,sat-debris,640540.972947,14
91,3531,4.690573,6.265892e-57,0.0000,sat-debris,741614.151111,91
75,4909,5.637783,5.566148e-57,0.0000,sat-debris,602171.071391,75
21,4676,7.471080,5.555050e-57,0.0000,sat-debris,606059.881495,21
97,4289,4.529217,5.071789e-57,0.0000,sat-debris,533149.227038,97
86,3621,7.770797,4.883920e-57,0.0000,sat-debris,478588.580832,86
94,3761,7.443002,4.641053e-57,0.0000,sat-debris,468474.833894,94
53,4450,3.465403,4.260393e-57,0.0000,sat-debris,686735.502530,53
1,3753,3.749712,4.223713e-57,0.0000,sat-debris,668094.843902,1
36,4516,3.249591,4.180484e-57,0.0000,sat-debris,811077.322256,36
16,4205,5.031989,4.076926e-57,0.0000,sat-debris,742364.187853,16
59,15614,5.288021,3.935023e-57,0.0000,sat-debris,557095.237589,59
48,4006,6.864474,3.925393e-57,0.0000,sat-debris,611835.170609,48
89,4980,3.332013,3.686558e-57,0.0000,sat-debris,457085.908887,89
71,3609,3.321693,3.474558e-57,0.0000,sat-debris,727975.306265,71
79,3570,8.451523,3.349990e-57,0.0000,sat-debris,465069.783566,79
1,3935,9.078689,3.287712e-57,0.0000,sat-debris,605565.341733,1
10,5157,6.173941,3.162663e-57,0.0000,sat-debris,513887.352317,10
93,4819,7.981539,3.112422e-57,0.0000,sat-debris,491594.791583,93
15,7162,3.948264,2.965978e-57,0.0000,sat-debris,622070.443497,15
31,4494,8.096691,2.876437e-57,0.0000,sat-debris,447476.047420,31
50,3864,6.958526,2.595697e-57,0.0000,sat-debris,619034.781772,50
57,4150,8.178360,2.467392e-57,0.0000,sat-debris,486639.912948,57
11,4799,3.536424,2.146156e-57,0.0000,sat-debris,827864.702584,11
25,3814,5.168073,2.080945e-57,0.0000,sat-debris,636872.475395,25
12,4196,7.200127,2.005909e-57,0.0000,sat-debris,690252.915390,12
53,3917,3.766106,1.859520e-57,0.0000,sat-debris,666209.915291,53
40,4047,4.746701,1.832464e-57,0.0000,sat-debris,508039.360105,40
77,4831,5.654750,1.715931e-57,0.0000,sat-debris,627180.109124,77
37,4611,5.680115,1.632733e-57,0.0000,sat-debris,584069.945238,37
99,4948,5.240479,1.456845e-57,0.0000,sat-debris,863391.590211,99
49,4368,4.039598,1.391476e-57,0.0000,sat-debris,775019.170861,49
66,4098,4.781702,1.289738e-57,0.0000,sat-debris,450363.999538,66
20,1513,3.803542,1.236194e-57,0.0000,sat-debris,448279.840524,20
18,3751,8.368065,1.207219e-57,0.0000,sat-debris,517840.711377,18
33,3505,8.098262,1.147725e-57,0.0000,sat-debris,712710.220976,33
80,4664,9.260395,1.083476e-57,0.0000,sat-debris,739499.510693,80
92,4847,4.552897,1.017627e-57,0.0000,sat-debris,738523.277446,92
77,3458,8.133537,9.860058e-58,0.0000,sat-debris,592488.533861,77
65,4768,6.546458,9.552808e-58,0.0000,sat-debris,743039.846702,65
2,3525,3.250456,9.551453e-58,0.0000,sat-debris,707019.533893,2
95,4973,6.206016,9.196253e-58,0.0000,sat-debris,676747.888926,95
17,4304,3.673969,9.015713e-58,0.0000,sat-debris,524445.847174,17
80,4855,7.524397,8.567653e-58,0.0000,sat-debris,782889.480245,80
27,3840,3.243479,8.121828e-58,0.0000,sat-debris,530005.687546,27
54,4945,7.062032,8.070327e-58,0.0000,sat-debris,552774.842837,54
21,3969,9.286878,8.039186e-58,0.0000,sat-debris,840485.089226,21
78,4136,3.604840,7.767529e-58,0.0000,sat-debris,749020.136311,78
55,4451,5.929820,7.670085e-58,0.0000,sat-debris,450786.079769,55
27,4606,4.867075,7.411749e-58,0.0000,sat-debris,464082.720421,27
97,3703,6.609236,7.180032e-58,0.0000,sat-debris,844515.931594,97
34,3922,5.499093,7.133201e-58,0.0000,sat-debris,706259.069955,34
29,3936,6.605137,7.126825e-58,0.0000,sat-debris,752210.662055,29
99,15375,3.436330,7.051028e-58,0.0000,sat-debris,633189.079955,99
43,3574,7.796419,6.996940e-58,0.0000,sat-debris,512179.596373,43
1,13953,7.455827,6.954688e-58,0.0000,sat-debris,758284.790885,1
23,3761,3.371336,6.155438e-58,0.0000,sat-debris,649309.743733,23
33,3998,4.801775,5.960774e-58,0.0000,sat-debris,783965.682116,33
3,4969,4.282015,5.101527e-58,0.0000,sat-debris,801308.759198,3
97,4755,5.487062,4.925900e-58,0.0000,sat-debris,517778.560316,97
62,4864,4.510381,4.890631e-58,0.0000,sat-debris,727840.292701,62
86,3760,4.794848,4.880800e-58,0.0000,sat-debris,519145.672822,86
13,3950,8.079332,4.777237e-58,0.0000,sat-debris,777050.047311,13
73,3613,8.883030,4.720523e-58,0.0000,sat-debris,706785.704353,73
50,4279,4.687190,4.598668e-58,0.0000,sat-debris,690734.670261,50
8,4994,5.475055,4.584124e-58,0.0000,sat-debris,518077.402251,8
89,4811,6.194344,4.529796e-58,0.0000,sat-debris,711716.333348,89
58,4511,4.299747,4.382912e-58,0.0000,sat-debris,462995.454695,58
95,4979,3.883399,4.329860e-58,0.0000,sat-debris,625115.541839,95
87,4085,3.810327,4.196201e-58,0.0000,sat-debris,649849.252144,87
2,3757,3.245669,4.154921e-58,0.0000,sat-debris,593072.872487,2
46,3764,8.524605,4.063849e-58,0.0000,sat-debris,701340.093588,46
82,5162,3.271198,3.992566e-58,0.0000,sat-debris,590229.545218,82
24,4032,3.379509,3.811767e-58,0.0000,sat-debris,522959.079561,24
32,3864,3.289731,3.693382e-58,0.0000,sat-debris,810309.227953,32
92,3628,6.596360,3.482306e-58,0.0000,sat-debris,775677.680569,92
88,4848,6.347048,3.394520e-58,0.0000,sat-debris,689336.938886,88
70,3425,9.256754,3.353112e-58,0.0000,sat-debris,433333.425952,70
72,4911,3.481191,3.162441e-58,0.0000,sat-debris,552373.983330,72
95,4201,4.875541,3.136657e-58,0.0000,sat-debris,433685.619709,95
88,3568,7.044859,2.584704e-58,0.0000,sat-debris,528219.412904,88
18,3905,7.984815,2.566474e-58,0.0000,sat-debris,750290.296969,18
55,4129,7.270812,2.488325e-58,0.0000,sat-debris,545106.815870,55
59,4164,8.588313,2.419900e-58,0.0000,sat-debris,562833.627349,59
64,3525,3.645588,2.299468e-58,0.0000,sat-debris,600354.513411,64
78,4925,5.779871,2.144500e-58,0.0000,sat-debris,720690.046190,78
9,4005,4.240686,2.110076e-58,0.0000,sat-debris,798366.214126,9
14,4621,4.727631,2.098030e-58,0.0000,sat-debris,480245.038358,14
22,3629,4.233999,2.093727e-58,0.0000,sat-debris,474690.670204,22
39,4728,7.376440,1.976717e-58,0.0000,sat-debris,623985.602974,39
81,4391,8.207133,1.924041e-58,0.0000,sat-debris,463110.278470,81
75,4883,6.322108,1.854875e-58,0.0000,sat-debris,553930.757315,75
98,15337,3.263338,1.839483e-58,0.0000,sat-debris,759883.856133,98
35,3769,4.528669,1.830242e-58,0.0000,sat-debris,716595.958609,35
73,3491,3.323658,1.710059e-58,0.0000,sat-debris,700300.698653,73
52,4888,4.416474,1.547017e-58,0.0000,sat-debris,819185.428760,52
19,4227,6.660863,1.540718e-58,0.0000,sat-debris,752159.607792,19
55,3578,6.054923,1.401749e-58,0.0000,sat-debris,450703.197325,55
61,3704,9.004714,1.261758e-58,0.0000,sat-debris,754410.173312,61
90,3547,4.153161,1.122880e-58,0.0000,sat-debris,616130.686798,90
77,4118,5.223695,1.113537e-58,0.0000,sat-debris,578342.737728,77
91,4815,5.881329,1.079030e-58,0.0000,sat-debris,707500.249903,91
17,1121,6.721278,1.041388e-58,0.0000,sat-debris,447144.960437,17
1,4996,3.947346,1.031120e-58,0.0000,sat-debris,716800.958168,1
57,4920,3.613870,9.923135e-59,0.0000,sat-debris,736090.315254,57
87,10659,9.170770,9.429970e-59,0.0000,sat-debris,741354.731668,87
96,4157,7.862585,9.342573e-59,0.0000,sat-debris,482895.118827,96
40,5143,7.347225,8.786538e-59,0.0000,sat-debris,750894.878433,40
84,3724,6.575764,8.613018e-59,0.0000,sat-debris,494281.502374,84
88,4106,7.077443,8.564774e-59,0.0000,sat-debris,778057.717302,88
9,3751,7.674508,8.344748e-59,0.0000,sat-debris,778051.677360,9
51,4157,6.450175,8.265841e-59,0.0000,sat-debris,782148.837017,51
31,3489,4.585414,8.000045e-59,0.0000,sat-debris,556418.438560,31
62,4899,6.788792,7.432332e-59,0.0000,sat-debris,469560.071799,62
9,4014,4.574806,7.203759e-59,0.0000,sat-debris,603594.600825,9
6,4125,8.977677,6.903531e-59,0.0000,sat-debris,684610.101228,6
53,10655,3.887596,6.753629e-59,0.0000,sat-debris,545049.399938,53
40,3993,6.008484,6.741147e-59,0.0000,sat-debris,599299.546958,40
4,4015,9.879891,6.574523e-59,0.0000,sat-debris,838455.168862,4
83,4806,7.664886,6.361809e-59,0.0000,sat-debris,706617.962825,83
2,4037,9.077101,6.313385e-59,0.0000,sat-debris,513055.450406,2
91,4859,5.105535,6.030963e-59,0.0000,sat-debris,615994.257992,91
20,4031,7.244087,5.818699e-59,0.0000,sat-debris,714212.104832,20
71,3427,8.131861,5.772605e-59,0.0000,sat-debris,847961.521729,71
68,4870,3.338094,5.768488e-59,0.0000,sat-debris,661410.437296,68
56,4918,3.335749,5.169527e-59,0.0000,sat-debris,782478.639734,56
42,4151,4.159559,5.089868e-59,0.0000,sat-debris,664360.994400,42
82,3444,3.609669,5.082750e-59,0.0000,sat-debris,597900.769528,82
13,4494,3.556983,4.939263e-59,0.0000,sat-debris,796205.049274,13
47,3910,6.247344,4.932503e-59,0.0000,sat-debris,775911.448828,47
33,3697,3.388422,4.782467e-59,0.0000,sat-debris,608679.540729,33
7,4857,3.360279,4.474082e-59,0.0000,sat-debris,607190.060934,7
46,3473,5.114869,4.067578e-59,0.0000,sat-debris,707929.632207,46
23,3631,8.753459,3.948424e-59,0.0000,sat-debris,691739.872545,23
66,4506,3.303696,3.883942e-59,0.0000,sat-debris,572730.829543,66
61,3425,5.853541,3.865204e-59,0.0000,sat-debris,722179.333831,61
39,4152,5.436518,3.864216e-59,0.0000,sat-debris,643441.125243,39
30,5153,6.250405,3.846595e-59,0.0000,sat-debris,851215.600162,30
4,4047,8.742346,3.765753e-59,0.0000,sat-debris,770329.705579,4
84,4808,6.584500,3.586731e-59,0.0000,sat-debris,456924.311308,84
88,4795,6.844282,3.445788e-59,0.0000,sat-debris,594945.703036,88
26,4003,5.197439,3.212199e-59,0.0000,sat-debris,533326.629484,26
27,4980,5.753435,2.916471e-59,0.0000,sat-debris,523669.568913,27
83,4130,8.525489,2.818636e-59,0.0000,sat-debris,805924.628525,83
23,3696,7.092761,2.655825e-59,0.0000,sat-debris,737889.307969,23
86,3817,8.770065,2.546235e-59,0.0000,sat-debris,442064.764431,86
31,4029,7.096082,2.522644e-59,0.0000,sat-debris,487204.622640,31
91,4113,6.050228,2.514557e-59,0.0000,sat-debris,627190.993102,91
1,4804,5.000287,2.492290e-59,0.0000,sat-debris,610520.681391,1
31,4590,3.579436,2.384423e-59,0.0000,sat-debris,619056.701694,31
3,4845,8.286096,2.183658e-59,0.0000,sat-debris,847150.482530,3
23,9139,5.913052,2.096922e-59,0.0000,sat-debris,585829.475601,23
45,5012,8.158509,2.000804e-59,0.0000,sat-debris,799110.271551,45
18,3869,4.475184,1.883075e-59,0.0000,sat-debris,810193.021288,18
8,4001,3.403476,1.795649e-59,0.0000,sat-debris,564135.625103,8
66,3724,8.294462,1.738646e-59,0.0000,sat-debris,585370.077805,66
81,4650,8.098278,1.701820e-59,0.0000,sat-debris,664480.467796,81
3,5022,3.378282,1.685377e-59,0.0000,sat-debris,558162.816093,3
49,4924,5.278115,1.651351e-59,0.0000,sat-debris,451724.299722,49
17,3700,3.294191,1.474707e-59,0.0000,sat-debris,435213.866836,17
69,4663,5.198340,1.417081e-59,0.0000,sat-debris,603085.316942,69
76,4810,5.722408,1.293985e-59,0.0000,sat-debris,513295.568175,76
79,4795,8.797342,1.283917e-59,0.0000,sat-debris,812244.292541,79
98,3436,3.332489,1.242683e-59,0.0000,sat-debris,663024.535273,98
64,4893,6.117332,1.158287e-59,0.0000,sat-debris,852151.105280,64
20,5017,4.192568,8.548197e-60,0.0000,sat-debris,691025.323570,20
73,3654,6.079217,7.504097e-60,0.0000,sat-debris,801227.882526,73
70,4814,4.875312,7.138500e-60,0.0000,sat-debris,488044.560388,70
68,3458,5.118133,6.768646e-60,0.0000,sat-debris,855554.385841,68
80,3764,3.500275,6.710150e-60,0.0000,sat-debris,579850.031812,80
89,4166,3.343551,6.608738e-60,0.0000,sat-debris,441474.276498,89
15,4878,8.903988,5.756270e-60,0.0000,sat-debris,622270.278031,15
69,4369,5.951484,5.631176e-60,0.0000,sat-debris,554074.699055,69
34,4500,5.306586,5.168862e-60,0.0000,sat-debris,749283.843774,34
84,3619,8.268078,4.925314e-60,0.0000,sat-debris,599999.255776,84
59,4492,4.888633,4.791508e-60,0.0000,sat-debris,565564.477386,59
89,4990,3.835037,4.724418e-60,0.0000,sat-debris,522915.739952,89
50,3951,5.308286,4.390699e-60,0.0000,sat-debris,573942.369755,50
33,15617,4.659253,4.067446e-60,0.0000,sat-debris,756630.227033,33
99,3427,4.535600,3.976895e-60,0.0000,sat-debris,484915.727316,99
51,3953,4.852960,3.507894e-60,0.0000,sat-debris,602003.569628,51
52,4283,3.357832,3.506224e-60,0.0000,sat-debris,466239.022411,52
74,3448,7.261502,3.504771e-60,0.0000,sat-debris,817504.354296,74
90,3615,6.883102,3.221205e-60,0.0000,sat-debris,627870.923983,90
51,4448,4.374938,3.063430e-60,0.0000,sat-debris,516073.188892,51
95,4055,3.469474,2.978836e-60,0.0000,sat-debris,514829.307097,95
37,3872,7.951043,2.633629e-60,0.0000,sat-debris,698634.777068,37
88,4984,5.228635,2.362567e-60,0.0000,sat-debris,769666.222928,88
63,4804,9.667542,2.319732e-60,0.0000,sat-debris,535344.843084,63
85,4153,8.623139,2.204369e-60,0.0000,sat-debris,552690.068017,85
58,3882,4.704440,2.138672e-60,0.0000,sat-debris,752209.165929,58
92,4195,4.563311,2.084953e-60,0.0000,sat-debris,635845.854820,92
69,4136,7.764148,2.033789e-60,0.0000,sat-debris,840365.839069,69
64,4012,7.902099,2.021338e-60,0.0000,sat-debris,742219.886968,64
71,4126,3.813433,1.965953e-60,0.0000,sat-debris,592675.020076,71
0,4095,4.429184,1.942174e-60,0.0000,sat-debris,759845.404146,0
44,4948,7.996038,1.863031e-60,0.0000,sat-debris,592999.987566,44
54,4890,3.897200,1.850042e-60,0.0000,sat-debris,714954.863684,54
15,3760,8.808893,1.823389e-60,0.0000,sat-debris,782996.911258,15
18,4977,6.330027,1.759841e-60,0.0000,sat-debris,743865.301639,18
16,4955,4.653283,1.688970e-60,0.0000,sat-debris,664890.086158,16
87,15615,4.327313,1.679607e-60,0.0000,sat-debris,493229.399696,87
55,3448,5.828830,1.586454e-60,0.0000,sat-debris,433683.922251,55
4,3694,5.601389,1.552088e-60,0.0000,sat-debris,643350.244683,4
94,5161,6.015886,1.540501e-60,0.0000,sat-debris,680425.112417,94
66,4644,5.203106,1.498984e-60,0.0000,sat-debris,484565.328668,66
8,4734,8.268140,1.475373e-60,0.0000,sat-debris,746500.424551,8
53,4380,7.543138,1.359657e-60,0.0000,sat-debris,460404.050174,53
12,4872,4.434704,1.356587e-60,0.0000,sat-debris,475155.331536,12
44,4797,8.634549,1.336244e-60,0.0000,sat-debris,552779.727968,44
55,4666,3.918407,1.318007e-60,0.0000,sat-debris,720110.227329,55
55,3582,9.074787,1.157293e-60,0.0000,sat-debris,536605.878740,55
17,4003,3.369814,1.153666e-60,0.0000,sat-debris,782078.920932,17
38,4036,5.450257,1.129535e-60,0.0000,sat-debris,543269.385661,38
90,4834,6.209425,1.083662e-60,0.0000,sat-debris,524759.656961,90
8,4596,4.116961,1.000327e-60,0.0000,sat-debris,632890.391517,8
66,4824,3.513218,9.776485e-61,0.0000,sat-debris,524965.081297,66
53,4128,6.820137,9.053300e-61,0.0000,sat-debris,789645.388290,53
7,3834,8.985234,9.041620e-61,0.0000,sat-debris,573494.931270,7
99,4958,7.151065,7.767274e-61,0.0000,sat-debris,837700.139702,99
86,3655,6.246851,7.548177e-61,0.0000,sat-debris,822228.313494,86
48,3882,6.442195,7.137895e-61,0.0000,sat-debris,534860.440570,48
51,4903,4.198688,7.001144e-61,0.0000,sat-debris,773889.993765,51
3,4027,4.206402,6.143625e-61,0.0000,sat-debris,767384.385449,3
27,4228,6.492316,6.001940e-61,0.0000,sat-debris,538289.825735,27
17,4107,8.738662,5.240190e-61,0.0000,sat-debris,449035.335669,17
12,4845,4.215089,5.212749e-61,0.0000,sat-debris,655614.265720,12
11,5139,6.892069,4.953614e-61,0.0000,sat-debris,516268.130875,11
31,3756,8.709308,4.225304e-61,0.0000,sat-debris,801930.477399,31
96,5008,7.018476,4.056700e-61,0.0000,sat-debris,484430.260122,96
54,10655,4.983559,3.583405e-61,0.0000,sat-debris,682184.440221,54
61,4046,8.579428,3.467390e-61,0.0000,sat-debris,452500.293581,61
49,3893,5.598020,3.448736e-61,0.0000,sat-debris,631593.241673,49
92,4806,4.568038,3.376846e-61,0.0000,sat-debris,449269.139585,92
18,4980,3.934515,3.368831e-61,0.0000,sat-debris,603560.130487,18
2,4820,8.605027,3.275213e-61,0.0000,sat-debris,853285.201715,2
83,3481,3.448168,3.201134e-61,0.0000,sat-debris,677015.823764,83
27,16118,5.116980,3.133443e-61,0.0000,sat-debris,625459.955435,27
98,4673,3.539134,3.004443e-61,0.0000,sat-debris,605714.968020,98
4,3616,3.816682,2.948268e-61,0.0000,sat-debris,562900.839550,4
58,3755,8.056035,2.790823e-61,0.0000,sat-debris,602360.264652,58
85,4670,6.938195,2.777272e-61,0.0000,sat-debris,561910.189586,85
76,5149,3.380633,2.356640e-61,0.0000,sat-debris,594314.479608,76
61,4156,4.177731,2.270940e-61,0.0000,sat-debris,449729.177784,61
85,1149,7.462918,2.154254e-61,0.0000,sat-debris,728545.103888,85
70,3622,5.177125,2.117173e-61,0.0000,sat-debris,820178.961968,70
51,3918,5.065527,2.110313e-61,0.0000,sat-debris,635859.164276,51
62,4289,5.796458,2.089751e-61,0.0000,sat-debris,709274.560606,62
90,4981,5.263525,1.727371e-61,0.0000,sat-debris,622340.182588,90
64,4074,9.001273,1.679278e-61,0.0000,sat-debris,719879.588967,64
90,4876,8.919041,1.560307e-61,0.0000,sat-debris,705326.977452,90
97,4720,5.134769,1.476751e-61,0.0000,sat-debris,474706.143276,97
3,3756,4.580812,1.270745e-61,0.0000,sat-debris,515186.246857,3
43,3922,3.531936,1.184632e-61,0.0000,sat-debris,460305.517296,43
67,4134,5.165396,1.179628e-61,0.0000,sat-debris,572345.339265,67
95,3660,3.463414,1.137859e-61,0.0000,sat-debris,544998.616047,95
36,4211,8.833748,1.129016e-61,0.0000,sat-debris,604519.388430,36
82,3654,8.582314,1.090516e-61,0.0000,sat-debris,529584.378040,82
50,3912,3.578132,9.252833e-62,0.0000,sat-debris,461759.100192,50
65,4918,7.077704,8.735478e-62,0.0000,sat-debris,519292.017391,65
46,4451,3.427965,8.379182e-62,0.0000,sat-debris,685265.805211,46
47,4292,6.846309,7.788924e-62,0.0000,sat-debris,437890.251008,47
24,3817,8.378846,6.875674e-62,0.0000,sat-debris,711894.499983,24
72,4804,7.169760,6.253673e-62,0.0000,sat-debris,435410.854922,72
94,5021,6.003426,6.226132e-62,0.0000,sat-debris,694605.969863,94
37,5014,7.166220,6.189791e-62,0.0000,sat-debris,586480.182909,37
54,4092,3.364661,6.178146e-62,0.0000,sat-debris,629405.132229,54
89,4448,8.297546,6.170736e-62,0.0000,sat-debris,797099.825609,89
4,7096,7.250597,6.032844e-62,0.0000,sat-debris,718685.042127,4
96,3865,9.173575,5.242905e-62,0.0000,sat-debris,842840.262813,96
9,4957,4.751990,4.820724e-62,0.0000,sat-debris,763641.783372,9
79,3702,3.545310,4.553483e-62,0.0000,sat-debris,500345.294787,79
15,5007,4.143361,3.741934e-62,0.0000,sat-debris,539525.791575,15
33,4288,3.448984,3.172274e-62,0.0000,sat-debris,575011.575451,33
44,4604,3.528268,2.884204e-62,0.0000,sat-debris,631339.410238,44
90,14413,3.998974,2.641847e-62,0.0000,sat-debris,698084.596167,90
41,3463,3.371097,2.500176e-62,0.0000,sat-debris,619555.728032,41
90,4672,3.884634,2.425599e-62,0.0000,sat-debris,535850.552838,90
28,4629,9.500715,2.356036e-62,0.0000,sat-debris,744045.415221,28
99,4499,3.482251,2.083797e-62,0.0000,sat-debris,724304.610921,99
56,4023,3.808038,1.971011e-62,0.0000,sat-debris,698459.649885,56
62,3666,6.868339,1.801604e-62,0.0000,sat-debris,433035.111852,62
17,4040,3.787100,1.769162e-62,0.0000,sat-debris,856945.664785,17
87,4989,7.612069,1.748885e-62,0.0000,sat-debris,467065.059597,87
47,3726,8.621233,1.563718e-62,0.0000,sat-debris,597340.128352,47
47,4007,4.647084,1.362963e-62,0.0000,sat-debris,767035.458053,47
23,4392,4.251093,1.351337e-62,0.0000,sat-debris,664200.848612,23
5,3863,4.314331,1.225722e-62,0.0000,sat-debris,434194.264193,5
81,3705,8.946391,1.173051e-62,0.0000,sat-debris,476010.264810,81
13,5172,8.928973,1.161147e-62,0.0000,sat-debris,795682.340491,13
59,3993,4.665360,9.877268e-63,0.0000,sat-debris,582380.678687,59
98,4854,7.988007,9.401179e-63,0.0000,sat-debris,643449.036894,98
68,4831,3.758265,9.181774e-63,0.0000,sat-debris,798678.781931,68
89,4376,4.363285,9.084170e-63,0.0000,sat-debris,725269.344593,89
58,4922,5.579353,9.006355e-63,0.0000,sat-debris,575163.782515,58
72,4818,3.452245,8.379172e-63,0.0000,sat-debris,807606.305728,72
6,5007,6.884775,8.366218e-63,0.0000,sat-debris,779826.979473,6
59,4508,7.983694,7.891157e-63,0.0000,sat-debris,843264.645535,59
15,5142,3.627379,7.873865e-63,0.0000,sat-debris,674329.031168,15
